Date,id,Lesson,Grade,Тема
2022-12-05,24ab0323-ce6d-4552-96ab-f445e928f5ed,True,11,ЕЛЕКТРОМАГНІТНІ КОЛИВАННЯ І ХВИЛІ
2022-12-07,8462d8a0-7878-47e7-898b-6d7488e61cfd,True,11,ЕЛЕКТРОМАГНІТНІ КОЛИВАННЯ І ХВИЛІ
2022-12-09,74812073-f7b1-49e3-b066-357bbc92ecef,True,9,МЕХАНІЧНІ ТА Е\М КОЛИВАННЯ
2022-12-09,a7b7c864-0b18-4be1-ab03-4a7322a58f73,True,9,МЕХАНІЧНІ ТА Е\М КОЛИВАННЯ
2022-12-14,0bf77047-04db-4922-9b69-152832e5ef33,True,9,МЕХАНІЧНІ ТА Е\М КОЛИВАННЯ
2022-12-16,d0da3e45-88f8-47ff-963d-af2fae23d489,False,9,МЕХАНІЧНІ ТА Е\М КОЛИВАННЯ
2022-12-21,ec17de52-50bc-414b-910b-61e33caecd51,False,9,МЕХАНІЧНІ ТА Е\М КОЛИВАННЯ
2022-12-23,aa414be7-7dc9-4c55-94f1-51149106a187,True,9,МЕХАНІЧНІ ТА Е\М КОЛИВАННЯ
2023-01-16,92e629ed-4025-4e87-8e78-98049871fc78,True,11,ГЕОМЕТРИЧНА ОПТИКА
2023-01-18,9f11cd3f-74b4-43f9-ac64-6eb85b8c572a,True,9,ФІЗИКА АТОМА
2023-01-18,991753ea-bfad-41a0-ac90-794be256794f,True,11,ГЕОМЕТРИЧНА ОПТИКА
2023-01-20,f666e867-0d68-4731-a61a-faffa752ac44,True,9,ФІЗИКА АТОМА
2023-01-23,fa5c46e6-9929-42c8-b0e2-60e9a351aac8,True,11,ГЕОМЕТРИЧНА ОПТИКА
2023-01-25,428bf5af-4875-4ead-b7bb-a82c6761ee2a,True,9,ФІЗИКА АТОМА
2023-01-25,0c8e0e0a-00b6-4a39-a69f-166217ce361c,True,11,ГЕОМЕТРИЧНА ОПТИКА
2023-01-27,92b7ae1d-edb0-4795-bead-684bf0bfc08a,True,9,ФІЗИКА АТОМА
2023-01-30,cb71e2cd-c852-4a76-ab38-d7143ce3225b,True,11,ГЕОМЕТРИЧНА ОПТИКА
2023-02-01,0cda33a0-79d7-4349-821a-9f6c1456ead1,True,11,ГЕОМЕТРИЧНА ОПТИКА
2023-02-01,d7aec26b-f2ea-43e1-95a5-aeb44c6ef60c,True,9,ФІЗИКА АТОМА
2023-02-03,a3d045cd-fdbc-428d-8b7b-53b5bbc78b65,True,9,ФІЗИКА АТОМА
2023-02-06,1136d45f-2e32-4524-ab12-15ede2615855,True,11,ГЕОМЕТРИЧНА ОПТИКА
2023-02-08,411835ac-a507-4fef-ab9c-c885d89a071c,True,9,ФІЗИКА АТОМА
2023-02-10,7491abb4-1dff-4f2d-9c90-7c81844faca4,True,9,ФІЗИКА АТОМА
2023-02-13,f49aead9-6b6c-4d4c-b8d3-e95fdaf4ad97,True,11,ГЕОМЕТРИЧНА ОПТИКА
2023-02-15,3afe460a-e78e-4628-be68-46d594da14ae,True,9,ФІЗИКА АТОМА
2023-02-15,b136d61d-9039-4292-adf8-fcbc5fc7b861,True,11,ГЕОМЕТРИЧНА ОПТИКА
2023-02-17,d6c6ca1d-396b-46a9-bb03-c3f3892449e7,False,9,ФІЗИКА АТОМА
2023-02-20,2240b808-7fdd-4847-a74c-9abd98791e5f,True,11,ХВИЛЬОВА І КВАНТОВА ОПТИКА
2023-02-22,6d938645-17ce-40a7-90de-67b6e34b8397,True,9,ФІЗИКА АТОМА
2023-02-24,36523b46-f54c-4984-86ff-9cbecce50feb,True,9,РУХ І ВЗАЄМОДІЯ
2023-02-27,7aac26e9-fedd-4697-8a7f-0111afe6d800,True,11,ХВИЛЬОВА І КВАНТОВА ОПТИКА
2023-03-01,40a6dbb5-c27b-4d1d-9963-17b7888c2439,True,9,РУХ І ВЗАЄМОДІЯ
2023-03-01,9f24be2d-085e-4920-97eb-cc5995cea964,True,11,ХВИЛЬОВА І КВАНТОВА ОПТИКА
2023-03-03,94eeddcf-0fe7-4f1c-8332-6ef86e40fbd5,False,9,РУХ І ВЗАЄМОДІЯ
2023-03-06,9230cf83-0e20-4a5f-8ea0-b6a02dc5291a,True,11,ХВИЛЬОВА І КВАНТОВА ОПТИКА
2023-03-08,5a8901e0-986b-47e5-8ce3-54f3b7197d45,True,11,ХВИЛЬОВА І КВАНТОВА ОПТИКА
2023-03-08,1be2992d-1a5a-4cbe-bd14-0f10cd372113,True,9,РУХ І ВЗАЄМОДІЯ
2023-03-10,81ab8049-c9b6-425c-938d-cc5a46a50419,True,9,РУХ І ВЗАЄМОДІЯ
2023-03-13,ebd77108-512d-4117-aa6a-717eb9fda5d4,True,11,ХВИЛЬОВА І КВАНТОВА ОПТИКА
2023-03-15,4610e10e-0464-4fdc-84da-0eb328df2fd7,True,11,ХВИЛЬОВА І КВАНТОВА ОПТИКА
2023-03-15,15b071b6-9e44-4c9b-beda-cd70376b7fc8,True,9,РУХ І ВЗАЄМОДІЯ
2023-03-17,5e06dfc7-ade8-4ee5-8cee-31c9a6f29e95,True,9,РУХ І ВЗАЄМОДІЯ
