Date,id,Lesson
2022-03-30,c6cdff69-9b93-4f04-a920-465e55d1e280,True
2022-04-04,b71883a8-1227-44a2-b26a-b24acd47fd2b,True
2022-04-06,eb6f9984-9bef-4ccb-a50e-82ebc498e7a5,True
2022-04-13,74c6f5cd-3709-4ef0-a064-02236f296ffc,True
2022-04-18,a337632f-31c8-44a9-a686-b98f3e3b7e25,True
2022-04-20,e2ebf029-5104-4acf-a085-8d8470306a29,True
2022-04-25,2acc89e4-aa09-4866-9230-aead88815931,True
2022-04-27,7de328f4-fdff-4184-8034-983e1fd6b002,True
2022-05-02,a10cbf59-872b-45a7-8e76-83be3e5151b4,True
2022-05-09,b32ba3d0-cb72-4a79-a19d-e359da35807f,True
2022-05-11,949cb2aa-521a-4859-b11f-08f5836e0109,True
2022-05-16,f2cd32d8-79c6-40f1-9e0e-728dca8b704c,True
2022-05-18,b17eb515-b0ca-4ad0-af3b-11ef654f0503,True
2022-05-23,434b823d-b75c-4cdd-bdef-10182b34f4f5,True
2022-05-25,76ed0021-8e46-4cf0-994e-a0712547e1db,True
2023-02-15,3afe460a-e78e-4628-be68-46d594da14ae,True
2023-02-17,d6c6ca1d-396b-46a9-bb03-c3f3892449e7,False
2023-02-22,6d938645-17ce-40a7-90de-67b6e34b8397,True
2023-02-24,36523b46-f54c-4984-86ff-9cbecce50feb,True
2023-03-01,40a6dbb5-c27b-4d1d-9963-17b7888c2439,True
2023-03-03,94eeddcf-0fe7-4f1c-8332-6ef86e40fbd5,False
2023-03-08,1be2992d-1a5a-4cbe-bd14-0f10cd372113,True
2023-03-10,81ab8049-c9b6-425c-938d-cc5a46a50419,True
2023-03-15,15b071b6-9e44-4c9b-beda-cd70376b7fc8,True
2023-03-17,5e06dfc7-ade8-4ee5-8cee-31c9a6f29e95,True
2023-03-22,8246f9fa-6ee1-4a51-aed5-ce87ec0d1eb8,True
2023-03-24,1827b3b3-f4c1-466c-a8c9-7773d1158ad7,True
2023-04-05,3a97b506-b74b-4aa1-8f82-a9dc3bee00a0,True
2023-04-07,eed33299-b3d9-4c1e-a857-6dbf86af6bee,False
2023-04-12,33eeb375-5b66-493c-8092-96cf4fff980e,True
2023-04-14,f3068689-9365-42ca-bffd-41dafb4f11da,True
2023-04-19,d051c8bf-9b15-40a7-a45f-82e22a504adf,True
2023-04-21,bf33538f-4888-4b91-b02c-76c99eb2345e,True
2023-04-26,7f374f54-9b62-4ff2-85a1-1a00b57a631b,False
2023-04-28,265db305-fe1e-4846-93cd-4d0f8732c7d5,True
2023-05-03,2bccc4ec-afc8-42e7-a4b1-3adac237f634,True
2023-05-05,2cb32d8a-9cc6-4152-b4c3-0cad50dfb2d5,True
2023-05-10,bc543132-e8dd-4a88-8fe5-018eab5c449f,False
2023-05-12,694a1161-acbb-4f52-ace7-d4e8e79bf9f6,True
2023-05-17,92cd0bc8-eb23-4da9-b9ff-dd42162e41a5,False
2023-05-19,a7eba790-cb41-4b2f-9372-c0c68ff44a34,True
2023-05-24,61fd8802-578a-428d-8724-8d3280a50d0f,False
2023-05-26,7baaacf3-db5f-4420-8cbf-200bad33e251,False
2023-05-31,22d201b2-7582-47ea-ad80-f894d56151c8,False
